area,sitio,arquivo_de_som,det,data,horario
Marona,Mar21,20191025_064500.WAV,0,25/10/2019,06:45:00
Marona,Mar21,20191025_070000.WAV,0,25/10/2019,07:00:00
Marona,Mar21,20191025_071500.WAV,1,25/10/2019,07:15:00
Marona,Mar21,20191025_073000.WAV,1,25/10/2019,07:30:00
Marona,Mar21,20191025_074500.WAV,0,25/10/2019,07:45:00
Marona,Mar21,20191025_080000.WAV,0,25/10/2019,08:00:00
Marona,Mar21,20191025_081500.WAV,0,25/10/2019,08:15:00
Marona,Mar21,20191025_083000.WAV,0,25/10/2019,08:30:00
Marona,Mar21,20191025_084500.WAV,0,25/10/2019,08:45:00
Marona,Mar21,20191025_090000.WAV,0,25/10/2019,09:00:00
Marona,Mar21,20191025_091500.WAV,1,25/10/2019,09:15:00
Marona,Mar21,20191025_093000.WAV,0,25/10/2019,09:30:00
Marona,Mar21,20191025_094500.WAV,0,25/10/2019,09:45:00
Marona,Mar21,20191025_100000.WAV,0,25/10/2019,10:00:00
Marona,Mar21,20191025_101500.WAV,0,25/10/2019,10:15:00
Marona,Mar21,20191025_103000.WAV,0,25/10/2019,10:30:00
Marona,Mar21,20191025_104500.WAV,0,25/10/2019,10:45:00
Marona,Mar21,20191025_110000.WAV,0,25/10/2019,11:00:00
Marona,Mar21,20191025_111500.WAV,0,25/10/2019,11:15:00
Marona,Mar21,20191025_113000.WAV,0,25/10/2019,11:30:00
Marona,Mar21,20191025_114500.WAV,0,25/10/2019,11:45:00
Marona,Mar21,20191025_120000.WAV,0,25/10/2019,12:00:00
Marona,Mar21,20191025_121500.WAV,0,25/10/2019,12:15:00
Marona,Mar21,20191025_123000.WAV,0,25/10/2019,12:30:00
Marona,Mar21,20191025_124500.WAV,0,25/10/2019,12:45:00
Marona,Mar21,20191025_130000.WAV,0,25/10/2019,13:00:00
Marona,Mar21,20191025_131500.WAV,0,25/10/2019,13:15:00
Marona,Mar21,20191025_133000.WAV,0,25/10/2019,13:30:00
Marona,Mar21,20191025_134500.WAV,0,25/10/2019,13:45:00
Marona,Mar21,20191025_140000.WAV,0,25/10/2019,14:00:00
Marona,Mar21,20191025_141500.WAV,0,25/10/2019,14:15:00
Marona,Mar21,20191025_143000.WAV,0,25/10/2019,14:30:00
Marona,Mar21,20191025_144500.WAV,0,25/10/2019,14:45:00
Marona,Mar21,20191025_150000.WAV,0,25/10/2019,15:00:00
Marona,Mar21,20191025_151500.WAV,0,25/10/2019,15:15:00
Marona,Mar21,20191025_153000.WAV,0,25/10/2019,15:30:00
Marona,Mar21,20191025_154500.WAV,0,25/10/2019,15:45:00
Marona,Mar21,20191025_160000.WAV,0,25/10/2019,16:00:00
Marona,Mar21,20191025_161500.WAV,0,25/10/2019,16:15:00
Marona,Mar21,20191025_163000.WAV,0,25/10/2019,16:30:00
Marona,Mar21,20191025_164500.WAV,0,25/10/2019,16:45:00
Marona,Mar21,20191025_170000.WAV,0,25/10/2019,17:00:00
Marona,Mar21,20191025_171500.WAV,0,25/10/2019,17:15:00
Marona,Mar21,20191025_173000.WAV,1,25/10/2019,17:30:00
Marona,Mar21,20191025_174500.WAV,0,25/10/2019,17:45:00
Marona,Mar21,20191025_180000.WAV,0,25/10/2019,18:00:00
Marona,Mar21,20191025_181500.WAV,0,25/10/2019,18:15:00
Marona,Mar21,20191026_060000.WAV,0,26/10/2019,06:00:00
Marona,Mar21,20191026_061500.WAV,0,26/10/2019,06:15:00
Marona,Mar21,20191026_063000.WAV,0,26/10/2019,06:30:00
Marona,Mar21,20191026_064500.WAV,0,26/10/2019,06:45:00
Marona,Mar21,20191026_070000.WAV,0,26/10/2019,07:00:00
Marona,Mar21,20191026_071500.WAV,0,26/10/2019,07:15:00
Marona,Mar21,20191026_073000.WAV,0,26/10/2019,07:30:00
Marona,Mar21,20191026_074500.WAV,0,26/10/2019,07:45:00
Marona,Mar21,20191026_080000.WAV,0,26/10/2019,08:00:00
Marona,Mar21,20191026_081500.WAV,1,26/10/2019,08:15:00
Marona,Mar21,20191026_083000.WAV,0,26/10/2019,08:30:00
Marona,Mar21,20191026_084500.WAV,0,26/10/2019,08:45:00
Marona,Mar21,20191026_090000.WAV,0,26/10/2019,09:00:00
Marona,Mar21,20191026_091500.WAV,0,26/10/2019,09:15:00
Marona,Mar21,20191026_093000.WAV,0,26/10/2019,09:30:00
Marona,Mar21,20191026_094500.WAV,0,26/10/2019,09:45:00
Marona,Mar21,20191026_100000.WAV,0,26/10/2019,10:00:00
Marona,Mar21,20191026_101500.WAV,0,26/10/2019,10:15:00
Marona,Mar21,20191026_103000.WAV,0,26/10/2019,10:30:00
Marona,Mar21,20191026_104500.WAV,0,26/10/2019,10:45:00
Marona,Mar21,20191026_110000.WAV,0,26/10/2019,11:00:00
Marona,Mar21,20191026_111500.WAV,0,26/10/2019,11:15:00
Marona,Mar21,20191026_113000.WAV,0,26/10/2019,11:30:00
Marona,Mar21,20191026_114500.WAV,0,26/10/2019,11:45:00
Marona,Mar21,20191026_120000.WAV,0,26/10/2019,12:00:00
Marona,Mar21,20191026_121500.WAV,0,26/10/2019,12:15:00
Marona,Mar21,20191026_123000.WAV,1,26/10/2019,12:30:00
Marona,Mar21,20191026_124500.WAV,0,26/10/2019,12:45:00
Marona,Mar21,20191026_130000.WAV,0,26/10/2019,13:00:00
Marona,Mar21,20191026_131500.WAV,0,26/10/2019,13:15:00
Marona,Mar21,20191026_133000.WAV,0,26/10/2019,13:30:00
Marona,Mar21,20191026_134500.WAV,0,26/10/2019,13:45:00
Marona,Mar21,20191026_140000.WAV,0,26/10/2019,14:00:00
Marona,Mar21,20191026_141500.WAV,1,26/10/2019,14:15:00
Marona,Mar21,20191026_143000.WAV,0,26/10/2019,14:30:00
Marona,Mar21,20191026_144500.WAV,0,26/10/2019,14:45:00
Marona,Mar21,20191026_150000.WAV,0,26/10/2019,15:00:00
Marona,Mar21,20191026_151500.WAV,0,26/10/2019,15:15:00
Marona,Mar21,20191026_153000.WAV,0,26/10/2019,15:30:00
Marona,Mar21,20191026_154500.WAV,0,26/10/2019,15:45:00
Marona,Mar21,20191026_160000.WAV,0,26/10/2019,16:00:00
Marona,Mar21,20191026_161500.WAV,1,26/10/2019,16:15:00
Marona,Mar21,20191026_163000.WAV,1,26/10/2019,16:30:00
Marona,Mar21,20191026_164500.WAV,0,26/10/2019,16:45:00
Marona,Mar21,20191026_170000.WAV,0,26/10/2019,17:00:00
Marona,Mar21,20191026_171500.WAV,0,26/10/2019,17:15:00
Marona,Mar21,20191026_173000.WAV,1,26/10/2019,17:30:00
Marona,Mar21,20191026_174500.WAV,0,26/10/2019,17:45:00
Marona,Mar21,20191026_180000.WAV,0,26/10/2019,18:00:00
Marona,Mar21,20191026_181500.WAV,1,26/10/2019,18:15:00
Marona,Mar21,20191027_060000.WAV,0,27/10/2019,06:00:00
Marona,Mar21,20191027_061500.WAV,0,27/10/2019,06:15:00
Marona,Mar21,20191027_063000.WAV,0,27/10/2019,06:30:00
Marona,Mar21,20191027_064500.WAV,0,27/10/2019,06:45:00
Marona,Mar21,20191027_070000.WAV,0,27/10/2019,07:00:00
Marona,Mar21,20191027_071500.WAV,0,27/10/2019,07:15:00
Marona,Mar21,20191027_073000.WAV,0,27/10/2019,07:30:00
Marona,Mar21,20191027_074500.WAV,0,27/10/2019,07:45:00
Marona,Mar21,20191027_080000.WAV,0,27/10/2019,08:00:00
Marona,Mar21,20191027_081500.WAV,0,27/10/2019,08:15:00
Marona,Mar21,20191027_083000.WAV,0,27/10/2019,08:30:00
Marona,Mar21,20191027_084500.WAV,0,27/10/2019,08:45:00
Marona,Mar21,20191027_090000.WAV,0,27/10/2019,09:00:00
Marona,Mar21,20191027_091500.WAV,0,27/10/2019,09:15:00
Marona,Mar21,20191027_093000.WAV,0,27/10/2019,09:30:00
Marona,Mar21,20191027_094500.WAV,0,27/10/2019,09:45:00
Marona,Mar21,20191027_100000.WAV,0,27/10/2019,10:00:00
Marona,Mar21,20191027_101500.WAV,0,27/10/2019,10:15:00
Marona,Mar21,20191027_103000.WAV,0,27/10/2019,10:30:00
Marona,Mar21,20191027_104500.WAV,0,27/10/2019,10:45:00
Marona,Mar21,20191027_110000.WAV,0,27/10/2019,11:00:00
Marona,Mar21,20191027_111500.WAV,0,27/10/2019,11:15:00
Marona,Mar21,20191027_113000.WAV,0,27/10/2019,11:30:00
Marona,Mar21,20191027_114500.WAV,0,27/10/2019,11:45:00
Marona,Mar21,20191027_120000.WAV,0,27/10/2019,12:00:00
Marona,Mar21,20191027_121500.WAV,0,27/10/2019,12:15:00
Marona,Mar21,20191027_123000.WAV,0,27/10/2019,12:30:00
Marona,Mar21,20191027_124500.WAV,0,27/10/2019,12:45:00
Marona,Mar21,20191027_130000.WAV,0,27/10/2019,13:00:00
Marona,Mar21,20191027_131500.WAV,0,27/10/2019,13:15:00
Marona,Mar21,20191027_133000.WAV,0,27/10/2019,13:30:00
Marona,Mar21,20191027_134500.WAV,0,27/10/2019,13:45:00
Marona,Mar21,20191027_140000.WAV,0,27/10/2019,14:00:00
Marona,Mar21,20191027_141500.WAV,0,27/10/2019,14:15:00
Marona,Mar21,20191027_143000.WAV,0,27/10/2019,14:30:00
Marona,Mar21,20191027_144500.WAV,0,27/10/2019,14:45:00
Marona,Mar21,20191027_150000.WAV,0,27/10/2019,15:00:00
Marona,Mar21,20191027_151500.WAV,0,27/10/2019,15:15:00
Marona,Mar21,20191027_153000.WAV,0,27/10/2019,15:30:00
Marona,Mar21,20191027_154500.WAV,0,27/10/2019,15:45:00
Marona,Mar21,20191027_160000.WAV,0,27/10/2019,16:00:00
Marona,Mar21,20191027_161500.WAV,0,27/10/2019,16:15:00
Marona,Mar21,20191027_163000.WAV,0,27/10/2019,16:30:00
Marona,Mar21,20191027_164500.WAV,0,27/10/2019,16:45:00
Marona,Mar21,20191027_170000.WAV,0,27/10/2019,17:00:00
Marona,Mar21,20191027_171500.WAV,1,27/10/2019,17:15:00
Marona,Mar21,20191027_173000.WAV,0,27/10/2019,17:30:00
Marona,Mar21,20191027_174500.WAV,0,27/10/2019,17:45:00
Marona,Mar21,20191027_180000.WAV,0,27/10/2019,18:00:00
Marona,Mar21,20191027_181500.WAV,0,27/10/2019,18:15:00
Marona,Mar21,20191028_060000.WAV,0,28/10/2019,06:00:00
Marona,Mar21,20191028_061500.WAV,1,28/10/2019,06:15:00
Marona,Mar21,20191028_063000.WAV,0,28/10/2019,06:30:00
Marona,Mar21,20191028_064500.WAV,0,28/10/2019,06:45:00
Marona,Mar21,20191028_070000.WAV,0,28/10/2019,07:00:00
Marona,Mar21,20191028_071500.WAV,0,28/10/2019,07:15:00
Marona,Mar21,20191028_073000.WAV,0,28/10/2019,07:30:00
Marona,Mar21,20191028_074500.WAV,0,28/10/2019,07:45:00
Marona,Mar21,20191028_080000.WAV,0,28/10/2019,08:00:00
Marona,Mar21,20191028_081500.WAV,0,28/10/2019,08:15:00
Marona,Mar21,20191028_083000.WAV,0,28/10/2019,08:30:00
Marona,Mar22,20191024_164500.WAV,0,24/10/2019,16:45:00
Marona,Mar22,20191024_170000.WAV,0,24/10/2019,17:00:00
Marona,Mar22,20191024_171500.WAV,1,24/10/2019,17:15:00
Marona,Mar22,20191024_173000.WAV,0,24/10/2019,17:30:00
Marona,Mar22,20191024_174500.WAV,0,24/10/2019,17:45:00
Marona,Mar22,20191024_180000.WAV,0,24/10/2019,18:00:00
Marona,Mar22,20191024_181500.WAV,1,24/10/2019,18:15:00
Marona,Mar22,20191025_060000.WAV,0,25/10/2019,06:00:00
Marona,Mar22,20191025_061500.WAV,1,25/10/2019,06:15:00
Marona,Mar22,20191025_063000.WAV,0,25/10/2019,06:30:00
Marona,Mar22,20191025_064500.WAV,1,25/10/2019,06:45:00
Marona,Mar22,20191025_070000.WAV,0,25/10/2019,07:00:00
Marona,Mar22,20191025_071500.WAV,1,25/10/2019,07:15:00
Marona,Mar22,20191025_073000.WAV,1,25/10/2019,07:30:00
Marona,Mar22,20191025_074500.WAV,1,25/10/2019,07:45:00
Marona,Mar22,20191025_080000.WAV,1,25/10/2019,08:00:00
Marona,Mar22,20191025_081500.WAV,0,25/10/2019,08:15:00
Marona,Mar22,20191025_083000.WAV,1,25/10/2019,08:30:00
Marona,Mar22,20191025_084500.WAV,1,25/10/2019,08:45:00
Marona,Mar22,20191025_090000.WAV,0,25/10/2019,09:00:00
Marona,Mar22,20191025_091500.WAV,1,25/10/2019,09:15:00
Marona,Mar22,20191025_093000.WAV,1,25/10/2019,09:30:00
Marona,Mar22,20191025_094500.WAV,1,25/10/2019,09:45:00
Marona,Mar22,20191025_100000.WAV,1,25/10/2019,10:00:00
Marona,Mar22,20191025_101500.WAV,1,25/10/2019,10:15:00
Marona,Mar22,20191025_103000.WAV,1,25/10/2019,10:30:00
Marona,Mar22,20191025_104500.WAV,0,25/10/2019,10:45:00
Marona,Mar22,20191025_110000.WAV,0,25/10/2019,11:00:00
Marona,Mar22,20191025_111500.WAV,0,25/10/2019,11:15:00
Marona,Mar22,20191025_113000.WAV,0,25/10/2019,11:30:00
Marona,Mar22,20191025_114500.WAV,0,25/10/2019,11:45:00
Marona,Mar22,20191025_120000.WAV,0,25/10/2019,12:00:00
Marona,Mar22,20191025_121500.WAV,0,25/10/2019,12:15:00
Marona,Mar22,20191025_123000.WAV,0,25/10/2019,12:30:00
Marona,Mar22,20191025_124500.WAV,0,25/10/2019,12:45:00
Marona,Mar22,20191025_130000.WAV,0,25/10/2019,13:00:00
Marona,Mar22,20191025_131500.WAV,0,25/10/2019,13:15:00
Marona,Mar22,20191025_133000.WAV,0,25/10/2019,13:30:00
Marona,Mar22,20191025_134500.WAV,0,25/10/2019,13:45:00
Marona,Mar22,20191025_140000.WAV,0,25/10/2019,14:00:00
Marona,Mar22,20191025_141500.WAV,0,25/10/2019,14:15:00
Marona,Mar22,20191025_143000.WAV,0,25/10/2019,14:30:00
Marona,Mar22,20191025_144500.WAV,0,25/10/2019,14:45:00
Marona,Mar22,20191025_150000.WAV,0,25/10/2019,15:00:00
Marona,Mar22,20191025_151500.WAV,1,25/10/2019,15:15:00
Marona,Mar22,20191025_153000.WAV,1,25/10/2019,15:30:00
Marona,Mar22,20191025_154500.WAV,0,25/10/2019,15:45:00
Marona,Mar22,20191025_160000.WAV,0,25/10/2019,16:00:00
Marona,Mar22,20191025_161500.WAV,0,25/10/2019,16:15:00
Marona,Mar22,20191025_163000.WAV,1,25/10/2019,16:30:00
Marona,Mar22,20191025_164500.WAV,1,25/10/2019,16:45:00
Marona,Mar22,20191025_170000.WAV,1,25/10/2019,17:00:00
Marona,Mar22,20191025_171500.WAV,1,25/10/2019,17:15:00
Marona,Mar22,20191025_173000.WAV,1,25/10/2019,17:30:00
Marona,Mar22,20191025_174500.WAV,0,25/10/2019,17:45:00
Marona,Mar22,20191025_180000.WAV,1,25/10/2019,18:00:00
Marona,Mar22,20191025_181500.WAV,0,25/10/2019,18:15:00
Marona,Mar22,20191026_060000.WAV,1,26/10/2019,06:00:00
Marona,Mar22,20191026_061500.WAV,0,26/10/2019,06:15:00
Marona,Mar22,20191026_063000.WAV,0,26/10/2019,06:30:00
Marona,Mar22,20191026_064500.WAV,1,26/10/2019,06:45:00
Marona,Mar22,20191026_070000.WAV,1,26/10/2019,07:00:00
Marona,Mar22,20191026_071500.WAV,1,26/10/2019,07:15:00
Marona,Mar22,20191026_073000.WAV,0,26/10/2019,07:30:00
Marona,Mar22,20191026_074500.WAV,1,26/10/2019,07:45:00
Marona,Mar22,20191026_080000.WAV,0,26/10/2019,08:00:00
Marona,Mar22,20191026_081500.WAV,1,26/10/2019,08:15:00
Marona,Mar22,20191026_083000.WAV,1,26/10/2019,08:30:00
Marona,Mar22,20191026_084500.WAV,0,26/10/2019,08:45:00
Marona,Mar22,20191026_090000.WAV,0,26/10/2019,09:00:00
Marona,Mar22,20191026_091500.WAV,0,26/10/2019,09:15:00
Marona,Mar22,20191026_093000.WAV,1,26/10/2019,09:30:00
Marona,Mar22,20191026_094500.WAV,0,26/10/2019,09:45:00
Marona,Mar22,20191026_100000.WAV,0,26/10/2019,10:00:00
Marona,Mar22,20191026_101500.WAV,1,26/10/2019,10:15:00
Marona,Mar22,20191026_103000.WAV,0,26/10/2019,10:30:00
Marona,Mar22,20191026_104500.WAV,0,26/10/2019,10:45:00
Marona,Mar22,20191026_110000.WAV,1,26/10/2019,11:00:00
Marona,Mar22,20191026_111500.WAV,0,26/10/2019,11:15:00
Marona,Mar22,20191026_113000.WAV,0,26/10/2019,11:30:00
Marona,Mar22,20191026_114500.WAV,0,26/10/2019,11:45:00
Marona,Mar22,20191026_120000.WAV,1,26/10/2019,12:00:00
Marona,Mar22,20191026_121500.WAV,0,26/10/2019,12:15:00
Marona,Mar22,20191026_123000.WAV,0,26/10/2019,12:30:00
Marona,Mar22,20191026_124500.WAV,0,26/10/2019,12:45:00
Marona,Mar22,20191026_130000.WAV,0,26/10/2019,13:00:00
Marona,Mar22,20191026_131500.WAV,0,26/10/2019,13:15:00
Marona,Mar22,20191026_133000.WAV,0,26/10/2019,13:30:00
Marona,Mar22,20191026_134500.WAV,0,26/10/2019,13:45:00
Marona,Mar22,20191026_140000.WAV,0,26/10/2019,14:00:00
Marona,Mar22,20191026_141500.WAV,0,26/10/2019,14:15:00
Marona,Mar22,20191026_143000.WAV,0,26/10/2019,14:30:00
Marona,Mar22,20191026_144500.WAV,0,26/10/2019,14:45:00
Marona,Mar22,20191026_150000.WAV,0,26/10/2019,15:00:00
Marona,Mar22,20191026_151500.WAV,1,26/10/2019,15:15:00
Marona,Mar22,20191026_153000.WAV,0,26/10/2019,15:30:00
Marona,Mar22,20191026_154500.WAV,1,26/10/2019,15:45:00
Marona,Mar22,20191026_160000.WAV,1,26/10/2019,16:00:00
Marona,Mar22,20191026_161500.WAV,0,26/10/2019,16:15:00
Marona,Mar22,20191026_163000.WAV,0,26/10/2019,16:30:00
Marona,Mar22,20191026_164500.WAV,1,26/10/2019,16:45:00
Marona,Mar22,20191026_170000.WAV,1,26/10/2019,17:00:00
Marona,Mar22,20191026_171500.WAV,0,26/10/2019,17:15:00
Marona,Mar22,20191026_173000.WAV,1,26/10/2019,17:30:00
Marona,Mar22,20191026_174500.WAV,1,26/10/2019,17:45:00
Marona,Mar22,20191026_180000.WAV,0,26/10/2019,18:00:00
Marona,Mar22,20191026_181500.WAV,1,26/10/2019,18:15:00
Marona,Mar22,20191027_060000.WAV,1,27/10/2019,06:00:00
Marona,Mar22,20191027_061500.WAV,1,27/10/2019,06:15:00
Marona,Mar22,20191027_063000.WAV,1,27/10/2019,06:30:00
Marona,Mar22,20191027_064500.WAV,0,27/10/2019,06:45:00
Marona,Mar22,20191027_070000.WAV,1,27/10/2019,07:00:00
Marona,Mar22,20191027_071500.WAV,0,27/10/2019,07:15:00
Marona,Mar22,20191027_073000.WAV,1,27/10/2019,07:30:00
Marona,Mar22,20191027_074500.WAV,1,27/10/2019,07:45:00
Marona,Mar22,20191027_080000.WAV,1,27/10/2019,08:00:00
Marona,Mar22,20191027_081500.WAV,0,27/10/2019,08:15:00
Marona,Mar22,20191027_083000.WAV,0,27/10/2019,08:30:00
Marona,Mar22,20191027_084500.WAV,1,27/10/2019,08:45:00
Marona,Mar22,20191027_090000.WAV,0,27/10/2019,09:00:00
Marona,Mar22,20191027_091500.WAV,0,27/10/2019,09:15:00
Marona,Mar22,20191027_093000.WAV,0,27/10/2019,09:30:00
Marona,Mar22,20191027_094500.WAV,0,27/10/2019,09:45:00
Marona,Mar22,20191027_100000.WAV,0,27/10/2019,10:00:00
Marona,Mar22,20191027_101500.WAV,0,27/10/2019,10:15:00
Marona,Mar22,20191027_103000.WAV,0,27/10/2019,10:30:00
Marona,Mar22,20191027_104500.WAV,0,27/10/2019,10:45:00
Marona,Mar22,20191027_110000.WAV,0,27/10/2019,11:00:00
Marona,Mar22,20191027_111500.WAV,1,27/10/2019,11:15:00
Marona,Mar22,20191027_113000.WAV,1,27/10/2019,11:30:00
Marona,Mar22,20191027_114500.WAV,1,27/10/2019,11:45:00
Marona,Mar22,20191027_120000.WAV,0,27/10/2019,12:00:00
Marona,Mar22,20191027_121500.WAV,1,27/10/2019,12:15:00
Marona,Mar22,20191027_123000.WAV,0,27/10/2019,12:30:00
Marona,Mar22,20191027_124500.WAV,1,27/10/2019,12:45:00
Marona,Mar22,20191027_130000.WAV,0,27/10/2019,13:00:00
Marona,Mar22,20191027_131500.WAV,0,27/10/2019,13:15:00
Marona,Mar22,20191027_133000.WAV,1,27/10/2019,13:30:00
Marona,Mar22,20191027_134500.WAV,1,27/10/2019,13:45:00
Marona,Mar22,20191027_140000.WAV,0,27/10/2019,14:00:00
Marona,Mar22,20191027_141500.WAV,0,27/10/2019,14:15:00
Marona,Mar22,20191027_143000.WAV,0,27/10/2019,14:30:00
Marona,Mar22,20191027_144500.WAV,0,27/10/2019,14:45:00
Marona,Mar22,20191027_150000.WAV,0,27/10/2019,15:00:00
Marona,Mar22,20191027_151500.WAV,0,27/10/2019,15:15:00
Marona,Mar22,20191027_153000.WAV,0,27/10/2019,15:30:00
Marona,Mar22,20191027_154500.WAV,0,27/10/2019,15:45:00
Marona,Mar22,20191027_160000.WAV,0,27/10/2019,16:00:00
Marona,Mar22,20191027_161500.WAV,0,27/10/2019,16:15:00
Marona,Mar22,20191027_163000.WAV,1,27/10/2019,16:30:00
Marona,Mar22,20191027_164500.WAV,1,27/10/2019,16:45:00
Marona,Mar22,20191027_170000.WAV,0,27/10/2019,17:00:00
Marona,Mar22,20191027_171500.WAV,0,27/10/2019,17:15:00
Marona,Mar22,20191027_173000.WAV,0,27/10/2019,17:30:00
Marona,Mar22,20191027_174500.WAV,1,27/10/2019,17:45:00
Marona,Mar22,20191027_180000.WAV,1,27/10/2019,18:00:00
Marona,Mar22,20191027_181500.WAV,1,27/10/2019,18:15:00
Marona,Mar22,20191028_060000.WAV,0,28/10/2019,06:00:00
Marona,Mar22,20191028_061500.WAV,0,28/10/2019,06:15:00
Marona,Mar22,20191028_063000.WAV,0,28/10/2019,06:30:00
Marona,Mar22,20191028_064500.WAV,1,28/10/2019,06:45:00
Marona,Mar22,20191028_070000.WAV,1,28/10/2019,07:00:00
Marona,Mar22,20191028_071500.WAV,1,28/10/2019,07:15:00
Marona,Mar22,20191028_073000.WAV,1,28/10/2019,07:30:00
Marona,Mar22,20191028_074500.WAV,1,28/10/2019,07:45:00
Marona,Mar22,20191028_080000.WAV,1,28/10/2019,08:00:00
Marona,Mar22,20191028_081500.WAV,0,28/10/2019,08:15:00
Marona,Mar22,20191028_083000.WAV,0,28/10/2019,08:30:00
Marona,Mar22,20191028_084500.WAV,1,28/10/2019,08:45:00
Marona,Mar22,20191028_090000.WAV,1,28/10/2019,09:00:00
Marona,Mar22,20191028_091500.WAV,1,28/10/2019,09:15:00
Marona,Mar22,20191028_093000.WAV,1,28/10/2019,09:30:00
Marona,Mar22,20191028_094500.WAV,1,28/10/2019,09:45:00
Marona,Mar22,20191028_100000.WAV,1,28/10/2019,10:00:00
Marona,Mar22,20191028_101500.WAV,0,28/10/2019,10:15:00
Marona,Mar22,20191028_103000.WAV,1,28/10/2019,10:30:00
Marona,Mar22,20191028_104500.WAV,1,28/10/2019,10:45:00
Marona,Mar22,20191028_110000.WAV,0,28/10/2019,11:00:00
Marona,Mar22,20191028_111500.WAV,0,28/10/2019,11:15:00
Marona,Mar22,20191028_113000.WAV,0,28/10/2019,11:30:00
Marona,Mar22,20191028_114500.WAV,0,28/10/2019,11:45:00
Marona,Mar22,20191028_120000.WAV,1,28/10/2019,12:00:00
Marona,Mar23,20191024_173000.WAV,0,24/10/2019,17:30:00
Marona,Mar23,20191024_174500.WAV,0,24/10/2019,17:45:00
Marona,Mar23,20191024_180000.WAV,0,24/10/2019,18:00:00
Marona,Mar23,20191024_181500.WAV,0,24/10/2019,18:15:00
Marona,Mar23,20191025_060000.WAV,1,25/10/2019,06:00:00
Marona,Mar23,20191025_061500.WAV,0,25/10/2019,06:15:00
Marona,Mar23,20191025_063000.WAV,0,25/10/2019,06:30:00
Marona,Mar23,20191025_064500.WAV,0,25/10/2019,06:45:00
Marona,Mar23,20191025_070000.WAV,1,25/10/2019,07:00:00
Marona,Mar23,20191025_071500.WAV,0,25/10/2019,07:15:00
Marona,Mar23,20191025_073000.WAV,0,25/10/2019,07:30:00
Marona,Mar23,20191025_074500.WAV,0,25/10/2019,07:45:00
Marona,Mar23,20191025_080000.WAV,0,25/10/2019,08:00:00
Marona,Mar23,20191025_081500.WAV,0,25/10/2019,08:15:00
Marona,Mar23,20191025_083000.WAV,0,25/10/2019,08:30:00
Marona,Mar23,20191025_084500.WAV,0,25/10/2019,08:45:00
Marona,Mar23,20191025_090000.WAV,0,25/10/2019,09:00:00
Marona,Mar23,20191025_091500.WAV,1,25/10/2019,09:15:00
Marona,Mar23,20191025_093000.WAV,1,25/10/2019,09:30:00
Marona,Mar23,20191025_094500.WAV,0,25/10/2019,09:45:00
Marona,Mar23,20191025_100000.WAV,0,25/10/2019,10:00:00
Marona,Mar23,20191025_101500.WAV,0,25/10/2019,10:15:00
Marona,Mar23,20191025_103000.WAV,0,25/10/2019,10:30:00
Marona,Mar23,20191025_104500.WAV,0,25/10/2019,10:45:00
Marona,Mar23,20191025_110000.WAV,0,25/10/2019,11:00:00
Marona,Mar23,20191025_111500.WAV,0,25/10/2019,11:15:00
Marona,Mar23,20191025_113000.WAV,0,25/10/2019,11:30:00
Marona,Mar23,20191025_114500.WAV,0,25/10/2019,11:45:00
Marona,Mar23,20191025_120000.WAV,1,25/10/2019,12:00:00
Marona,Mar23,20191025_121500.WAV,0,25/10/2019,12:15:00
Marona,Mar23,20191025_123000.WAV,0,25/10/2019,12:30:00
Marona,Mar23,20191025_124500.WAV,0,25/10/2019,12:45:00
Marona,Mar23,20191025_130000.WAV,0,25/10/2019,13:00:00
Marona,Mar23,20191025_131500.WAV,0,25/10/2019,13:15:00
Marona,Mar23,20191025_133000.WAV,0,25/10/2019,13:30:00
Marona,Mar23,20191025_134500.WAV,0,25/10/2019,13:45:00
Marona,Mar23,20191025_140000.WAV,0,25/10/2019,14:00:00
Marona,Mar23,20191025_141500.WAV,0,25/10/2019,14:15:00
Marona,Mar23,20191025_143000.WAV,0,25/10/2019,14:30:00
Marona,Mar23,20191025_144500.WAV,0,25/10/2019,14:45:00
Marona,Mar23,20191025_150000.WAV,0,25/10/2019,15:00:00
Marona,Mar23,20191025_151500.WAV,0,25/10/2019,15:15:00
Marona,Mar23,20191025_153000.WAV,0,25/10/2019,15:30:00
Marona,Mar23,20191025_154500.WAV,0,25/10/2019,15:45:00
Marona,Mar23,20191025_160000.WAV,0,25/10/2019,16:00:00
Marona,Mar23,20191025_161500.WAV,0,25/10/2019,16:15:00
Marona,Mar23,20191025_163000.WAV,0,25/10/2019,16:30:00
Marona,Mar23,20191025_164500.WAV,0,25/10/2019,16:45:00
Marona,Mar23,20191025_170000.WAV,0,25/10/2019,17:00:00
Marona,Mar23,20191025_171500.WAV,1,25/10/2019,17:15:00
Marona,Mar23,20191025_173000.WAV,0,25/10/2019,17:30:00
Marona,Mar23,20191025_174500.WAV,0,25/10/2019,17:45:00
Marona,Mar23,20191025_180000.WAV,0,25/10/2019,18:00:00
Marona,Mar23,20191025_181500.WAV,0,25/10/2019,18:15:00
Marona,Mar23,20191026_060000.WAV,0,26/10/2019,06:00:00
Marona,Mar23,20191026_061500.WAV,0,26/10/2019,06:15:00
Marona,Mar23,20191026_063000.WAV,0,26/10/2019,06:30:00
Marona,Mar23,20191026_064500.WAV,0,26/10/2019,06:45:00
Marona,Mar23,20191026_070000.WAV,1,26/10/2019,07:00:00
